location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",13.646958351135254,"µg/m³","2025-07-01T17:00:00Z","2025-07-01T22:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",12.227791786193848,"µg/m³","2025-07-01T18:00:00Z","2025-07-01T23:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",9.940666715304056,"µg/m³","2025-07-01T19:00:00Z","2025-07-02T00:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.92425004641215,"µg/m³","2025-07-01T20:00:00Z","2025-07-02T01:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.826666673024495,"µg/m³","2025-07-01T21:00:00Z","2025-07-02T02:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",8.700999873025077,"µg/m³","2025-07-01T22:00:00Z","2025-07-02T03:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",11.796999971071878,"µg/m³","2025-07-01T23:00:00Z","2025-07-02T04:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",14.029875119527182,"µg/m³","2025-07-02T00:00:00Z","2025-07-02T05:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",7.140166680018107,"µg/m³","2025-07-02T01:00:00Z","2025-07-02T06:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",11.62654173374176,"µg/m³","2025-07-02T02:00:00Z","2025-07-02T07:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
4889110,"G3 Engineering Consultancy, Hyderabad","pm1",11.214749932289124,"µg/m³","2025-07-02T03:00:00Z","2025-07-02T08:00:00+05:00","Asia/Karachi",25.385742,68.352781,,,,"The Urban Unit","AirGradient"
